id_fichero,tipo,text1,text2
21444867,Support,T4,T5,
21444867,Support,T3,T5,
21444867,Support,T2,T5,
21444867,Support,T1,T5,
21452066,Partial-Attack,T3,T2,
21452066,Support,T1,T5,
21452066,Support,T2,T5,
21471765,Support,T3,T4,
21471765,Support,T4,T5,
21471765,Support,T2,T5,
21471765,Support,T1,T5,
21472373,Support,T2,T5,
21472373,Support,T3,T5,
21472373,Support,T4,T5,
21472373,Support,T6,T5,
21472373,Support,T1,T5,
21538678,Support,T1,T3,
21538678,Support,T2,T3,
21538680,Support,T5,T7,
21538680,Support,T2,T7,
21538680,Support,T3,T7,
21538680,Partial-Attack,T6,T7,
21561791,Support,T7,T8,
21561791,Support,T4,T6,
21592754,Partial-Attack,T6,T5,
21592754,Support,T4,T5,
21690465,Partial-Attack,T5,T4,
21690465,Support,T4,T6,
21690465,Support,T3,T6,
21690465,Attack,T2,T6,
21709202,Support,T1,T6,
21709202,Support,T2,T6,
21709202,Support,T3,T6,
21709202,Support,T4,T6,
21709202,Partial-Attack,T5,T6,
21723792,Partial-Attack,T8,T7,
21723792,Support,T4,T7,
21723792,Support,T1,T6,
21723792,Support,T3,T2,
21741309,Support,T1,T5,
21741309,Support,T2,T5,
21741309,Support,T4,T6,
21741309,Support,T3,T6,
21741309,Partial-Attack,T5,T6,
21751205,Support,T3,T1,
21751205,Partial-Attack,T6,T5,
21751205,Partial-Attack,T6,T1,
21751205,Support,T2,T5,
21751205,Support,T4,T5,
21751295,Support,T6,T1,
21821474,Support,T6,T9,
21821474,Support,T5,T9,
21831722,Support,T2,T1,
21831722,Support,T3,T1,
21839414,Support,T1,T5,
21839414,Support,T3,T5,
21871978,Partial-Attack,T6,T7,
21871978,Attack,T7,T8,
21871978,Support,T5,T7,
21871978,Support,T4,T7,
21871978,Support,T7,T9,
22104618,Partial-Attack,T4,T3,
22104618,Support,T3,T6,
22104618,Support,T1,T6,
22104618,Support,T5,T7,
22104618,Support,T2,T6,
22113257,Support,T1,T2,
22113257,Support,T2,T3,
22120301,Support,T4,T5,
22120301,Support,T2,T5,
22120301,Support,T1,T5,
22120301,Support,T3,T5,
22133572,Support,T2,T4,
22133572,Support,T1,T5,
22157367,Support,T5,T8,
22157367,Support,T6,T8,
22157367,Support,T3,T7,
22157367,Support,T2,T7,
22157367,Support,T1,T7,
22157367,Support,T4,T7,
22172923,Partial-Attack,T6,T5,
22172923,Support,T4,T6,
22172923,Support,T1,T6,
22172923,Attack,T2,T5,
22172923,Support,T3,T5,
22198049,Support,T1,T4,
22198049,Support,T2,T4,
22198049,Support,T3,T4,
22228392,Partial-Attack,T2,T1,
22234519,Support,T6,T8,
22234519,Support,T7,T8,
22234519,Support,T5,T6,
22234519,Support,T3,T7,
22234519,Support,T2,T7,
22234519,Support,T1,T6,
22282373,Support,T3,T5,
22282373,Support,T4,T5,
22282373,Support,T2,T5,
22290808,Support,T4,T5,
22290808,Support,T3,T5,
22290808,Support,T2,T5,
22290808,Support,T1,T5,
22290823,Partial-Attack,T6,T5,
22290823,Support,T1,T7,
22290823,Support,T5,T7,
22321518,Support,T2,T4,
22321518,Support,T1,T4,
22336221,Partial-Attack,T6,T5,
22336221,Support,T5,T7,
22336221,Support,T1,T6,
22336221,Support,T2,T5,
22336221,Support,T3,T6,
22340282,Attack,T6,T5,
22340282,Attack,T4,T5,
22340282,Attack,T4,T7,
22340282,Support,T3,T7,
22340282,Support,T2,T6,
22340282,Support,T1,T6,
22340966,Support,T4,T5,
22340966,Support,T3,T5,
22357901,Partial-Attack,T3,T2,
22357901,Support,T4,T6,
22357901,Support,T2,T6,
22357901,Support,T5,T6,
22357901,Support,T1,T6,
22370314,Support,T6,T7,
22370314,Support,T5,T7,
22370314,Partial-Attack,T4,T7,
22370314,Support,T1,T7,
22370314,Support,T2,T7,
22370330,Support,T2,T4,
22370330,Partial-Attack,T3,T2,
22370330,Support,T1,T4,
22370330,Partial-Attack,T3,T1,
22412149,Support,T1,T3,
22412149,Support,T2,T4,
22412149,Support,T1,T4,
22430268,Support,T4,T2,
22430268,Support,T3,T2,
22430268,Support,T2,T1,
22438297,Partial-Attack,T4,T3,
22438297,Support,T3,T5,
22438297,Support,T2,T4,
22438297,Support,T1,T3,
22469559,Partial-Attack,T8,T7,
22469559,Support,T5,T7,
22469559,Support,T4,T7,
22469559,Support,T3,T7,
22469559,Support,T2,T7,
22469559,Support,T1,T7,
22469559,Support,T5,T6,
22494567,Support,T6,T7,
22494567,Support,T4,T7,
22494567,Support,T3,T6,
22494567,Support,T4,T6,
22494567,Support,T5,T4,
22494567,Support,T2,T6,
22494567,Support,T1,T6,
22500884,Support,T1,T6,
22500884,Support,T2,T7,
22500884,Support,T3,T7,
22508621,Partial-Attack,T6,T5,
22508621,Support,T3,T5,
22508621,Support,T1,T5,
22508621,Support,T2,T5,
22523181,Support,T1,T4,
22523181,Support,T3,T5,
22523181,Partial-Attack,T5,T4,
22526159,Support,T1,T4,
22526159,Support,T2,T4,
22526159,Support,T4,T3,
22544562,Support,T3,T2,
22544562,Support,T3,T1,
22551127,Support,T4,T5,
22551127,Support,T3,T5,
22551127,Support,T2,T5,
22551127,Support,T1,T5,
22551128,Support,T5,T6,
22551128,Support,T4,T6,
22551128,Support,T2,T1,
22551128,Support,T1,T6,
22551128,Support,T3,T6,
22552194,Support,T2,T4,
22552194,Support,T1,T4,
22689807,Support,T3,T5,
22689807,Support,T2,T5,
22698292,Support,T5,T8,
22698292,Support,T4,T8,
22698292,Support,T3,T8,
22698292,Support,T2,T8,
22698292,Support,T1,T8,
22705939,Partial-Attack,T4,T5,
22705939,Support,T1,T5,
22705939,Support,T3,T5,
22705939,Partial-Attack,T2,T5,
22715124,Support,T3,T5,
22715124,Support,T1,T5,
22715124,Support,T2,T5,
22715124,Support,T4,T5,
22715124,Support,T6,T5,
22825506,Support,T5,T7,
22825506,Support,T4,T7,
22825506,Support,T5,T6,
22825506,Support,T3,T6,
22825506,Support,T2,T6,
22825506,Support,T2,T7,
22825550,Support,T5,T1,
22984910,Partial-Attack,T6,T5,
22984910,Support,T4,T5,
22984910,Support,T3,T5,
22984910,Support,T1,T5,
22984910,Support,T2,T5,
23041585,Partial-Attack,T7,T6,
23041585,Support,T2,T6,
23041585,Support,T3,T6,
23041585,Support,T1,T7,
23041585,Support,T4,T7,
23045575,Partial-Attack,T4,T3,
23045575,Support,T2,T3,
23045575,Support,T1,T3,
23070101,Support,T6,T9,
23070101,Support,T4,T8,
23070101,Support,T3,T8,
23075680,Partial-Attack,T10,T9,
23075680,Support,T9,T11,
23075680,Support,T7,T10,
23075680,Support,T8,T7,
23075680,Support,T6,T5,
23075680,Support,T3,T9,
23075680,Attack,T2,T9,
23075680,Attack,T1,T9,
23075680,Support,T4,T9,
23075680,Attack,T5,T9,
23084254,Support,T1,T3,
23109700,Support,T1,T3,
23109700,Support,T2,T3,
23139058,Partial-Attack,T6,T5,
23139058,Support,T1,T8,
23139058,Support,T3,T8,
23182307,Partial-Attack,T5,T6,
23182307,Partial-Attack,T6,T4,
23182307,Support,T1,T4,
23182307,Support,T2,T4,
23182307,Support,T3,T4,
23185753,Support,T6,T7,
23185753,Support,T5,T7,
23185753,Support,T3,T7,
23185753,Support,T4,T7,
23185753,Support,T2,T7,
23185753,Support,T1,T7,
23211715,Support,T2,T4,
23211715,Support,T3,T4,
23211715,Support,T1,T4,
23224689,Support,T2,T1,
23224689,Support,T3,T1,
23245940,Support,T2,T4,
23245940,Support,T1,T4,
23245940,Support,T3,T4,
23254324,Support,T3,T2,
23284036,Support,T2,T3,
23284036,Support,T1,T3,
23379385,Support,T1,T6,
23379385,Support,T2,T6,
23379385,Support,T3,T6,
23379385,Support,T5,T6,
23379385,Partial-Attack,T4,T6,
23406994,Support,T2,T1,
23406994,Support,T5,T1,
23406994,Support,T4,T1,
23406994,Support,T3,T1,
23439759,Support,T2,T1,
23455717,Partial-Attack,T5,T4,
23455717,Attack,T4,T6,
23455717,Support,T3,T6,
23455717,Support,T1,T6,
23455717,Support,T2,T6,
23466360,Support,T1,T6,
23466360,Support,T2,T6,
23466360,Support,T3,T6,
23466360,Support,T4,T6,
23466360,Support,T6,T7,
23477998,Support,T1,T4,
23477998,Support,T2,T4,
23477998,Support,T3,T4,
23477998,Support,T5,T4,
23504821,Support,T1,T3,
23504821,Support,T2,T3,
23525453,Support,T6,T7,
23525453,Support,T5,T7,
23525453,Support,T4,T7,
23525453,Support,T1,T7,
23525453,Support,T7,T8,
23549581,Support,T3,T4,
23549581,Support,T2,T4,
23549581,Support,T1,T4,
23562564,Support,T2,T5,
23562564,Support,T1,T6,
23562564,Support,T3,T6,
23569311,Support,T6,T1,
23569311,Support,T5,T1,
23589316,Support,T8,T1,
23589316,Support,T7,T2,
23589316,Support,T6,T2,
23589316,Support,T5,T2,
23873790,Support,T4,T5,
23873790,Support,T3,T5,
23873790,Support,T2,T5,
23873790,Support,T1,T5,
23910712,Partial-Attack,T9,T8,
23910712,Support,T10,T2,
23910712,Support,T4,T3,
23910712,Support,T5,T3,
23910712,Support,T6,T3,
23917308,Partial-Attack,T7,T5,
23917308,Support,T3,T5,
23917308,Support,T2,T5,
23917308,Support,T1,T5,
23917308,Support,T4,T5,
23945243,Partial-Attack,T8,T7,
23945243,Support,T6,T10,
23945243,Support,T5,T9,
23945243,Support,T4,T8,
23945243,Support,T4,T7,
23945243,Support,T3,T7,
23945243,Support,T9,T7,
23945243,Support,T2,T7,
23945243,Support,T1,T7,
23945243,Support,T1,T10,
23945243,Support,T2,T10,
23962028,Support,T1,T3,
23962028,Support,T2,T3,
23989945,Support,T2,T6,
23989945,Support,T1,T7,
23989945,Support,T3,T7,
23989945,Support,T4,T7,
23989945,Support,T5,T7,
23993401,Partial-Attack,T7,T6,
23993401,Partial-Attack,T8,T6,
23993401,Support,T1,T5,
23993401,Support,T2,T6,
23993401,Support,T3,T6,
24001635,Support,T1,T3,
24001635,Support,T2,T3,
24067488,Support,T4,T2,
24067488,Support,T3,T1,
24075621,Support,T4,T3,
24075621,Support,T5,T3,
24075621,Support,T6,T3,
24075621,Support,T3,T1,
7502428,Partial-Attack,T8,T9,
7502428,Support,T7,T9,
7502428,Support,T6,T9,
7502428,Support,T4,T9,
7502428,Partial-Attack,T1,T9,
7502428,Support,T2,T9,
7502428,Partial-Attack,T3,T2,
7680374,Partial-Attack,T10,T9,
7680374,Partial-Attack,T11,T9,
7680374,Partial-Attack,T8,T7,
7680374,Support,T6,T9,
7680374,Support,T5,T9,
7680374,Support,T4,T10,
7680374,Support,T1,T9,
7786823,Support,T1,T8,
7786823,Support,T2,T8,
7786823,Support,T3,T8,
7786823,Support,T4,T10,
7786823,Support,T5,T10,
7786823,Support,T6,T10,
7786823,Support,T7,T9,
7989941,Support,T8,T9,
7989941,Support,T7,T9,
7989941,Support,T6,T9,
7989941,Support,T2,T9,
7989941,Attack,T4,T3,
7989941,Partial-Attack,T3,T7,
7989941,Support,T5,T9,
8229122,Support,T1,T4,
8229122,Partial-Attack,T2,T4,
8229122,Partial-Attack,T3,T2,
8628043,Support,T2,T1,
8628043,Support,T3,T4,
8628043,Support,T4,T5,
9166485,Support,T1,T8,
9166485,Partial-Attack,T5,T4,
9166485,Support,T6,T8,
9166485,Support,T7,T8,
9166485,Support,T2,T9,
9402173,Partial-Attack,T8,T7,
9402173,Support,T7,T9,
9402173,Partial-Attack,T4,T9,
9402173,Support,T6,T4,
9402173,Support,T3,T9,
9402173,Support,T2,T9,
9402173,Support,T1,T9,
9414057,Support,T2,T1,
9414057,Support,T3,T5,
9414057,Partial-Attack,T4,T3,
9414057,Support,T5,T6,
9414057,Support,T1,T6,
9496390,Support,T8,T11,
9496390,Partial-Attack,T7,T6,
9496390,Partial-Attack,T5,T4,
9496390,Support,T1,T10,
9496390,Support,T3,T10,
9496390,Support,T4,T11,
9531327,Partial-Attack,T6,T7,
9531327,Support,T5,T7,
9554521,Support,T3,T2,
9554521,Support,T9,T10,
9554521,Support,T4,T10,
9554521,Support,T5,T10,
9554521,Support,T6,T11,
9554521,Support,T7,T11,
9554521,Support,T8,T10,
9667255,Partial-Attack,T8,T7,
9667255,Partial-Attack,T6,T5,
9667255,Support,T9,T11,
9667255,Support,T7,T11,
9667255,Support,T5,T11,
9667255,Support,T4,T11,
9667255,Support,T3,T11,
9667255,Support,T2,T11,
9667255,Partial-Attack,T13,T12,
9667255,Partial-Attack,T12,T11,
9667255,Support,T1,T11,
9747868,Support,T15,T16,
9747868,Support,T1,T15,
9747868,Support,T4,T15,
9747868,Support,T3,T16,
9747868,Support,T5,T16,
9747868,Support,T7,T16,
9747868,Partial-Attack,T9,T16,
9747868,Partial-Attack,T11,T9,
9747868,Support,T12,T16,
9747868,Support,T13,T16,
9790546,Support,T3,T2,
9790546,Partial-Attack,T5,T4,
9790546,Support,T4,T6,
9790546,Support,T2,T7,
9807987,Support,T4,T5,
9807987,Support,T3,T5,
9807987,Support,T1,T5,
9849452,Partial-Attack,T5,T4,
9849452,Support,T1,T9,
9849452,Partial-Attack,T3,T2,
9849452,Support,T6,T9,
9849452,Support,T7,T9,
9849454,Support,T1,T6,
9849454,Support,T4,T6,
9849454,Support,T3,T5,
9849454,Support,T2,T5,
9850014,Support,T4,T6,
9850014,Support,T5,T6,
9850014,Support,T3,T6,
9890172,Support,T8,T1,
9890172,Support,T5,T8,
9890172,Support,T6,T8,
9890172,Support,T2,T8,
9890172,Support,T7,T8,
